GENE	test_TSS_SIGNAL	test_DISTAL_SIGNAL	regionID
Dalrd3	631.1944	2344.5256	5_RASMC_H3K27AC_UNSTIM_NEW_30709_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_30709_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_29343_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_29343_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_29344_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_29344_lociStitched_5,6_RASMC_H3K27AC_PDGF_24H_NEW_29344_lociStitched_6,6_RASMC_H3K27AC_PDGF_24H_NEW_29344_lociStitched_7,5_RASMC_H3K27AC_UNSTIM_NEW_30707_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_30707_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_17727_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_17727_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_28698_lociStitched
Dap	745.0	7694.6402	6_RASMC_H3K27AC_PDGF_2H_NEW_15061_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_15061_lociStitched,7_RASMC_H3K27AC_UNSTIM_NEW_16119_lociStitched,7_RASMC_H3K27AC_PDGF_24H_REP2_9403_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_15065_lociStitched,9_RASMC_H3K27AC_PDGF_24H_NEW_15412_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_13687_lociStitched,7_RASMC_H3K27AC_PDGF_2H_REP2_13681_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_13681_lociStitched_2,7_RASMC_H3K27AC_PDGF_2H_REP2_13681_lociStitched_3
Dap3	987.3356	1630.9019	2_RASMC_H3K27AC_PDGF_24H_NEW_16194_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_16194_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_15817_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_15817_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_15817_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_15817_lociStitched_4,6_RASMC_H3K27AC_PDGF_2H_NEW_15817_lociStitched_5,1_RASMC_H3K27AC_UNSTIM_NEW_16974_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_16193_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_16193_lociStitched_3
Dapk2	380.6	7648.5666	3_RASMC_H3K27AC_PDGF_24H_NEW_28782_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_28782_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_28156_lociStitched,3_RASMC_H3K27AC_PDGF_2H_REP2_25143_lociStitched,5_RASMC_H3K27AC_UNSTIM_REP1_13078_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_REP1_13078_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_REP1_13078_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_25139_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_28780_lociStitched,9_RASMC_H3K27AC_PDGF_24H_NEW_28783_lociStitched
Dapk3	626.8	6836.1828	12_RASMC_H3K27AC_PDGF_2H_NEW_25476_lociStitched_1,12_RASMC_H3K27AC_PDGF_2H_NEW_25476_lociStitched_1,12_RASMC_H3K27AC_PDGF_2H_NEW_25476_lociStitched_2,12_RASMC_H3K27AC_PDGF_2H_NEW_25476_lociStitched_3,12_RASMC_H3K27AC_PDGF_2H_NEW_25476_lociStitched_5,5_RASMC_H3K27AC_PDGF_2H_REP2_22768_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_REP2_15610_lociStitched,10_RASMC_H3K27AC_PDGF_24H_REP2_15611_lociStitched_1,10_RASMC_H3K27AC_PDGF_24H_REP2_15611_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_REP2_15614_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_22769_lociStitched,7_RASMC_H3K27AC_PDGF_2H_NEW_25477_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_NEW_25477_lociStitched_3
Dapp1	349.6	187.05	3_RASMC_H3K27AC_PDGF_24H_NEW_16939_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_NEW_16939_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_NEW_16939_lociStitched_2,3_RASMC_H3K27AC_PDGF_24H_NEW_16939_lociStitched_3
Dars	726.8	419.145	6_RASMC_H3K27AC_PDGF_2H_NEW_7422_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_7422_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_7422_lociStitched_2,6_RASMC_H3K27AC_PDGF_2H_NEW_7422_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_7679_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_7229_lociStitched
Dars2	700.616	1851.2838	5_RASMC_H3K27AC_PDGF_2H_REP2_7658_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_7658_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_7658_lociStitched_5,4_RASMC_H3K27AC_PDGF_2H_NEW_7864_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_7864_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_7864_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_7864_lociStitched_4,4_RASMC_H3K27AC_PDGF_2H_NEW_7864_lociStitched_5
Daxx	676.8	3532.016	3_RASMC_H3K27AC_PDGF_2H_NEW_16873_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_NEW_16873_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_NEW_16873_lociStitched_3,2_RASMC_H3K27AC_PDGF_2H_REP2_15142_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_17288_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_17288_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_NEW_17293_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_18139_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_18139_lociStitched_3,7_RASMC_H3K27AC_UNSTIM_NEW_18130_lociStitched_1,7_RASMC_H3K27AC_UNSTIM_NEW_18130_lociStitched_5,7_RASMC_H3K27AC_UNSTIM_NEW_18130_lociStitched_7,5_RASMC_H3K27AC_PDGF_24H_REP2_10415_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_10415_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_17290_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_17290_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_16875_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_15140_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_15140_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_17292_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_17292_lociStitched_2,4_RASMC_H3K27AC_PDGF_24H_NEW_17292_lociStitched_3
Dazap1	692.6	2713.4911	5_RASMC_H3K27AC_PDGF_2H_REP2_22837_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_22837_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_REP2_22837_lociStitched_3,6_RASMC_H3K27AC_PDGF_2H_NEW_25524_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_25524_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_NEW_27359_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_27359_lociStitched_3,2_RASMC_H3K27AC_PDGF_2H_NEW_25525_lociStitched,7_RASMC_H3K27AC_PDGF_2H_REP2_22835_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_22835_lociStitched_2,7_RASMC_H3K27AC_PDGF_2H_REP2_22835_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_REP2_22835_lociStitched_5
Dazap2	623.8	1587.4946	5_RASMC_H3K27AC_PDGF_2H_REP2_24246_lociStitched,5_RASMC_H3K27AC_PDGF_2H_REP2_24246_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_27762_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_27762_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_27762_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_27184_lociStitched
Dbf4	578.078	341.1731	4_RASMC_H3K27AC_PDGF_24H_NEW_20371_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_20371_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_20371_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_20371_lociStitched_4,4_RASMC_H3K27AC_PDGF_24H_NEW_20371_lociStitched_5
Dbi	1055.5065	1081.6353	6_RASMC_H3K27AC_PDGF_24H_REP2_5004_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_5004_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_5004_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_REP2_5004_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_5004_lociStitched_4,6_RASMC_H3K27AC_PDGF_24H_REP2_5004_lociStitched_5,4_RASMC_H3K27AC_PDGF_2H_NEW_7364_lociStitched
Dbil5	604.3693	3075.846	4_RASMC_H3K27AC_PDGF_24H_NEW_4590_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_4590_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_4718_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_4718_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_4718_lociStitched_4,4_RASMC_H3K27AC_UNSTIM_NEW_4718_lociStitched_5,6_RASMC_H3K27AC_PDGF_24H_REP2_3066_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_3066_lociStitched_3,1_RASMC_H3K27AC_PDGF_24H_NEW_4593_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_3067_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_3067_lociStitched_5,3_RASMC_H3K27AC_PDGF_2H_NEW_4394_lociStitched
Dbn1	626.4741	8192.1075	6_RASMC_H3K27AC_PDGF_24H_REP2_7391_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_7391_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_7391_lociStitched_3,3_RASMC_H3K27AC_PDGF_24H_NEW_11877_lociStitched,8_RASMC_H3K27AC_UNSTIM_REP1_5278_lociStitched_1,8_RASMC_H3K27AC_UNSTIM_REP1_5278_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_12281_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_7392_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_7392_lociStitched_2,2_RASMC_H3K27AC_PDGF_2H_REP2_10788_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_12276_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_12276_lociStitched_3,9_RASMC_H3K27AC_PDGF_2H_NEW_11531_lociStitched_1,9_RASMC_H3K27AC_PDGF_2H_NEW_11531_lociStitched_3
Dbndd1	151.1376	17576.9127	1_RASMC_H3K27AC_PDGF_2H_REP2_13053_lociStitched_1,1_RASMC_H3K27AC_PDGF_2H_REP2_13053_lociStitched_1,3_RASMC_H3K27AC_UNSTIM_NEW_15169_lociStitched_2,1_RASMC_H3K27AC_PDGF_2H_REP2_13055_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_14539_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_14539_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_NEW_14180_lociStitched
Dbndd2	490.278	15574.7993	7_RASMC_H3K27AC_PDGF_2H_REP2_17434_lociStitched,7_RASMC_H3K27AC_PDGF_2H_REP2_17434_lociStitched,7_RASMC_H3K27AC_UNSTIM_REP1_9112_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_9113_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_9113_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_11996_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_11996_lociStitched_3,9_RASMC_H3K27AC_PDGF_2H_REP2_17429_lociStitched_1,9_RASMC_H3K27AC_PDGF_2H_REP2_17429_lociStitched_3
Dbnl	694.6	3803.6255	3_RASMC_H3K27AC_UNSTIM_NEW_9761_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_9761_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_9203_lociStitched,3_RASMC_H3K27AC_UNSTIM_REP1_4186_lociStitched,7_RASMC_H3K27AC_PDGF_2H_NEW_9206_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_8806_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_9204_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_9204_lociStitched_2,5_RASMC_H3K27AC_PDGF_2H_NEW_9204_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_9760_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_9202_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_9202_lociStitched_3
Dbp	645.6	3684.5422	4_RASMC_H3K27AC_UNSTIM_NEW_1267_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_1267_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_1206_lociStitched_2,7_RASMC_H3K27AC_PDGF_24H_NEW_1207_lociStitched_1,7_RASMC_H3K27AC_PDGF_24H_NEW_1207_lociStitched_2,7_RASMC_H3K27AC_PDGF_24H_NEW_1207_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_REP2_1079_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_1079_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_REP2_1079_lociStitched_5
Dbr1	610.0	2243.0189	1_RASMC_H3K27AC_PDGF_2H_REP2_25469_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_25469_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_13283_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_29176_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_29176_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_29177_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_29177_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_29177_lociStitched_3
Dbt	550.6	984.3205	4_RASMC_H3K27AC_PDGF_2H_REP2_14647_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_14647_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_14647_lociStitched_3,4_RASMC_H3K27AC_UNSTIM_NEW_17491_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_17491_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_17491_lociStitched_3,3_RASMC_H3K27AC_UNSTIM_REP1_7624_lociStitched_1,3_RASMC_H3K27AC_UNSTIM_REP1_7624_lociStitched_3
Dcaf10	796.8	926.6005	5_RASMC_H3K27AC_PDGF_24H_REP2_13558_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_13558_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_13558_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_13558_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_NEW_23713_lociStitched,6_RASMC_H3K27AC_PDGF_2H_NEW_22120_lociStitched_1,6_RASMC_H3K27AC_PDGF_2H_NEW_22120_lociStitched_3
Dcaf11	918.9325	1334.3903	2_RASMC_H3K27AC_UNSTIM_NEW_10429_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_10429_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_10430_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_10430_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_NEW_10428_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_10428_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_NEW_10428_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_NEW_10428_lociStitched_4,6_RASMC_H3K27AC_UNSTIM_NEW_10428_lociStitched_5,5_RASMC_H3K27AC_PDGF_24H_NEW_10098_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_10098_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_NEW_9816_lociStitched_1,5_RASMC_H3K27AC_PDGF_2H_NEW_9816_lociStitched_3,2_RASMC_H3K27AC_UNSTIM_NEW_10431_lociStitched_1,2_RASMC_H3K27AC_UNSTIM_NEW_10431_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_REP2_9354_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_9354_lociStitched_5
Dcaf13	746.0592	301.3606	5_RASMC_H3K27AC_UNSTIM_REP1_12220_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_REP1_12220_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_REP1_12220_lociStitched_3,5_RASMC_H3K27AC_UNSTIM_REP1_12220_lociStitched_4,5_RASMC_H3K27AC_UNSTIM_REP1_12220_lociStitched_5
Dcaf15	601.2	1388.3789	2_RASMC_H3K27AC_UNSTIM_NEW_14649_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_14649_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_8592_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_8592_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_REP2_8594_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_REP2_8594_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_14049_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_14049_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_14049_lociStitched_3
Dcaf17	823.0	383.6971	5_RASMC_H3K27AC_UNSTIM_NEW_19577_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_19577_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_19577_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_19577_lociStitched_3
Dcaf4	452.5746	16.7088	4_RASMC_H3K27AC_PDGF_2H_REP2_22230_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_22230_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_22230_lociStitched_2
Dcaf5	819.8	12488.2168	16_RASMC_H3K27AC_PDGF_2H_REP2_22186_lociStitched,16_RASMC_H3K27AC_PDGF_2H_REP2_22186_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_26650_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_24848_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_25442_lociStitched,6_RASMC_H3K27AC_PDGF_24H_NEW_25439_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_25439_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_25439_lociStitched_3
Dcaf6	1043.499	289.2072	6_RASMC_H3K27AC_UNSTIM_REP1_3592_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_3592_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_REP1_3592_lociStitched_2,6_RASMC_H3K27AC_UNSTIM_REP1_3592_lociStitched_3,6_RASMC_H3K27AC_UNSTIM_REP1_3592_lociStitched_4,6_RASMC_H3K27AC_UNSTIM_REP1_3592_lociStitched_5
Dcaf7	425.2	310.8393	4_RASMC_H3K27AC_PDGF_24H_NEW_5277_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_5277_lociStitched_1,4_RASMC_H3K27AC_PDGF_24H_NEW_5277_lociStitched_3,5_RASMC_H3K27AC_PDGF_2H_REP2_5010_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_5058_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_5058_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_5058_lociStitched_3
Dcaf8	894.2	1569.6191	6_RASMC_H3K27AC_UNSTIM_NEW_8575_lociStitched,6_RASMC_H3K27AC_UNSTIM_NEW_8575_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_8071_lociStitched_2,1_RASMC_H3K27AC_UNSTIM_NEW_8573_lociStitched,5_RASMC_H3K27AC_PDGF_24H_REP2_5410_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_REP2_5410_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_REP2_5410_lociStitched_3
Dcakd	565.8	8621.8036	1_RASMC_H3K27AC_PDGF_2H_REP2_4946_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_4946_lociStitched,5_RASMC_H3K27AC_PDGF_2H_NEW_5019_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_2374_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_5233_lociStitched,5_RASMC_H3K27AC_UNSTIM_NEW_5349_lociStitched_1,5_RASMC_H3K27AC_UNSTIM_NEW_5349_lociStitched_2,5_RASMC_H3K27AC_UNSTIM_NEW_5349_lociStitched_3,7_RASMC_H3K27AC_PDGF_2H_REP2_4949_lociStitched_1,7_RASMC_H3K27AC_PDGF_2H_REP2_4949_lociStitched_3,3_RASMC_H3K27AC_PDGF_2H_NEW_5016_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_4951_lociStitched,6_RASMC_H3K27AC_PDGF_24H_REP2_3548_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_4945_lociStitched
Dcbld2	380.8	1966.3311	3_RASMC_H3K27AC_UNSTIM_NEW_6156_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_6156_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_6157_lociStitched,4_RASMC_H3K27AC_PDGF_2H_REP2_5679_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_REP2_5679_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_REP2_5679_lociStitched_3
Dcdc2	501.8	4087.8446	3_RASMC_H3K27AC_PDGF_24H_NEW_12374_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_NEW_12374_lociStitched_1,3_RASMC_H3K27AC_PDGF_24H_NEW_12374_lociStitched_2,3_RASMC_H3K27AC_PDGF_24H_NEW_12374_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_REP2_11159_lociStitched,7_RASMC_H3K27AC_UNSTIM_REP1_5541_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_12375_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_12375_lociStitched_3,1_RASMC_H3K27AC_UNSTIM_NEW_12832_lociStitched
Dck	474.2	410.3935	6_RASMC_H3K27AC_UNSTIM_NEW_9205_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_9205_lociStitched_1,6_RASMC_H3K27AC_UNSTIM_NEW_9205_lociStitched_3,4_RASMC_H3K27AC_PDGF_2H_NEW_8685_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_8685_lociStitched_2,4_RASMC_H3K27AC_PDGF_2H_NEW_8685_lociStitched_3
Dclk1	474.2	3207.2006	3_RASMC_H3K27AC_UNSTIM_NEW_16600_lociStitched,3_RASMC_H3K27AC_UNSTIM_NEW_16600_lociStitched,1_RASMC_H3K27AC_PDGF_24H_NEW_15865_lociStitched,4_RASMC_H3K27AC_UNSTIM_NEW_16601_lociStitched_1,4_RASMC_H3K27AC_UNSTIM_NEW_16601_lociStitched_2,4_RASMC_H3K27AC_UNSTIM_NEW_16601_lociStitched_3,1_RASMC_H3K27AC_PDGF_2H_NEW_15497_lociStitched,3_RASMC_H3K27AC_PDGF_24H_NEW_15861_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_15862_lociStitched
Dclk2	150.784	56.1376	1_RASMC_H3K27AC_PDGF_2H_REP2_14175_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_14175_lociStitched,1_RASMC_H3K27AC_PDGF_2H_REP2_14174_lociStitched_1
Dclre1a	967.4604	1934.9075	6_RASMC_H3K27AC_PDGF_24H_NEW_3483_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_3483_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_3483_lociStitched_2,6_RASMC_H3K27AC_PDGF_24H_NEW_3483_lociStitched_3,6_RASMC_H3K27AC_PDGF_24H_NEW_3483_lociStitched_4,1_RASMC_H3K27AC_UNSTIM_REP1_1656_lociStitched,7_RASMC_H3K27AC_PDGF_24H_NEW_3482_lociStitched,2_RASMC_H3K27AC_PDGF_2H_REP2_3206_lociStitched,3_RASMC_H3K27AC_PDGF_2H_NEW_3323_lociStitched
Dclre1b	842.424	3087.9101	2_RASMC_H3K27AC_PDGF_2H_NEW_16140_lociStitched,2_RASMC_H3K27AC_PDGF_2H_NEW_16140_lociStitched,2_RASMC_H3K27AC_UNSTIM_NEW_17311_lociStitched,6_RASMC_H3K27AC_UNSTIM_REP1_7554_lociStitched,5_RASMC_H3K27AC_PDGF_24H_NEW_16528_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_16528_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_16528_lociStitched_3,5_RASMC_H3K27AC_PDGF_24H_NEW_16528_lociStitched_4,5_RASMC_H3K27AC_PDGF_24H_NEW_16528_lociStitched_5,6_RASMC_H3K27AC_PDGF_24H_NEW_16526_lociStitched_1,6_RASMC_H3K27AC_PDGF_24H_NEW_16526_lociStitched_3
Dclre1c	405.0	903.5865	3_RASMC_H3K27AC_PDGF_2H_NEW_12410_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_NEW_12410_lociStitched_1,3_RASMC_H3K27AC_PDGF_2H_NEW_12410_lociStitched_2,3_RASMC_H3K27AC_PDGF_2H_NEW_12410_lociStitched_3,4_RASMC_H3K27AC_PDGF_24H_NEW_12786_lociStitched,4_RASMC_H3K27AC_PDGF_24H_NEW_12785_lociStitched_3
Dcp1a	952.8	577.6747	5_RASMC_H3K27AC_PDGF_24H_NEW_10842_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_10842_lociStitched_1,5_RASMC_H3K27AC_PDGF_24H_NEW_10842_lociStitched_2,5_RASMC_H3K27AC_PDGF_24H_NEW_10842_lociStitched_3
Dcp2	111.2993	247.5073	2_RASMC_H3K27AC_PDGF_24H_NEW_13312_lociStitched,2_RASMC_H3K27AC_PDGF_24H_NEW_13312_lociStitched,4_RASMC_H3K27AC_PDGF_2H_NEW_12942_lociStitched_1,4_RASMC_H3K27AC_PDGF_2H_NEW_12942_lociStitched_2
