brd4_unstim	brd4_2	brd4_24	h3k27ac_unstim	h3k27ac_2h	h3k27ac_24h	rna_unstim	rna_2h	rna_24h	brd4_log2_2_v_24	h3k27ac_log2_2_v_24	rna_log2_2_v_24
Asna1	11447.129	14742.64115	16829.64945	55966.71895	73120.30495	59880.4324	50.8716450211513	60.1681943202121	101.371915788081	0.191010119662174	-0.288187447986392	0.752585055042965
Clk1	4028.1688	4003.9398	4571.3399	10246.5528	10367.07605	9515.6766	91.7979305394683	57.5588014636541	82.0598511555735	0.191196810754274	-0.123630904804671	0.511639985980263
Naaa	1001.723	1040.4042	1187.84665	1821.7026	2088.9938	1999.46375	0.102922300140008	0.113095752349479	0.30421509853221	0.191204469037661	-0.0631950850602738	1.42754701179011
Hspbp1	1534.6223	1691.6191	1931.43965	3116.27465	3912.7368	3105.317	25.0918792984697	49.0331057961417	45.3619581831186	0.191271844667797	-0.333437516456049	-0.112273226151944
Ccnt2	4484.7936	4608.92985	5262.7776	8952.54135	10701.0825	8769.4112	10.3196575530348	6.41478253194076	10.4196824690102	0.191392619822322	-0.287204859225277	0.699839051042161
March7	3679.46525	3129.56675	3573.9939	12555.43945	12285.433	9915.1804	25.2380812417626	34.2934335364844	25.2364006673254	0.191574224418545	-0.309237779706898	-0.442426196285441
Fbn1	14875.0595	15395.8578	17583.41695	60955.49395	53246.96175	55427.972	107.614909027136	101.275696417562	142.880681310175	0.19167320251676	0.0579150151347854	0.496522859231312
Rgs7bp	954.2581	933.42365	1066.124	4390.65365	3284.58855	3087.1038	2.00758343665633	1.78414367806626	1.6168273572647	0.191771320319756	-0.0894586674465128	-0.142066163033346
Nptn	3594.1223	4145.0135	4734.7626	10281.5305	21154.2473	13328.4111	128.580891709447	135.859893145702	164.257005226518	0.191915290602545	-0.666442548519148	0.273835275248468
Zfp949	1380.7743	1485.1002	1696.7015	5250.3886	8182.5819	6311.0883	3.53720279749192	2.341686593219	4.0744713522709	0.19217250123129	-0.374667328735987	0.799064885830612
Zfp192	1593.91575	1588.91985	1815.44405	3718.2188	4630.37515	3074.6156	2.01508560184091	0.485809229840325	1.7750229462309	0.192276115989452	-0.590723033870876	1.86937586990692
Wdr46	3839.0521	4435.9803	5069.30125	10536.90305	16012.9168	11170.8317	20.1326371778885	26.6465244551955	24.7419268934877	0.192533941988865	-0.519499520401514	-0.106989511124208
Casp7	3285.7654	5157.5394	5894.5261	6451.95195	14730.2332	10657.03175	5.9735331061631	10.191631530311	9.7471075241011	0.192692892719519	-0.466974603037437	-0.0643389597347914
Maf	4670.8513	4286.2137	4898.8714	11487.1721	10558.51475	9282.4714	6.99394002975539	4.94552520973794	3.31327085972316	0.192745639001322	-0.185826037134047	-0.577867593378034
Pdp1	9796.44225	10777.416	12318.9216	21932.6834	26930.4031	20639.05205	14.1732517745381	36.4050492017527	10.3524447650444	0.192864649763399	-0.383859115151648	-1.81416705372641
Ptges3	10871.11845	10933.771	12499.39785	25241.4601	34242.974	28973.5236	169.347820115614	209.470168062505	219.251811714022	0.193067530955323	-0.241072857263328	0.0658439684847734
Fosl1	27212.06625	35760.34615	40883.39365	57239.2263	108987.5331	77603.39945	3.65911691656283	221.342152280669	27.4765709265177	0.193154255053248	-0.489971360208177	-3.01000435107616
Rnps1	2858.2784	3311.72845	3787.08855	7178.27165	10090.78015	7539.7544	71.4778371833886	87.4505847797794	72.5938073807347	0.193504773019972	-0.420448283038404	-0.268621547163776
Paxip1	3291.6208	3234.346	3698.7667	15281.6345	10912.0506	8907.5865	7.79777405583842	9.49467719796848	7.35276928521091	0.193570283255916	-0.29281574607964	-0.36883123532854
Ago2	6390.4909	7644.04955	8741.71665	18692.67465	48649.8607	23888.0084	6.13435918653159	14.0823475594976	13.3945196926852	0.193579485890321	-1.02614909622255	-0.0722450053462156
Nfatc3	2921.75525	3132.37985	3582.35725	7028.77465	7971.60455	8654.5826	12.8080811283127	7.62766385457189	16.3207295315796	0.19365004447568	0.1185940981351	1.09739237509917
Cxadr	3472.3875	3460.04825	3957.4913	11309.124	9040.2713	9718.09305	13.5088504990108	13.0773432652939	13.5588782154714	0.193794022570277	0.104307177415324	0.0521683439063163
Klhl22	3475.37795	3834.08995	4385.31775	8980.17795	13289.2754	10377.62915	22.1406675809806	14.6365666715998	33.3429645856031	0.19379719693403	-0.356785557116886	1.18780520527547
Txndc12	4217.3369	4105.4979	4695.9621	24084.291	20270.15245	16702.22315	82.0988989641146	93.8146699530732	142.374822877852	0.193863567371915	-0.279316793771011	0.601808605070122
Gart	1942.7923	2208.85295	2526.8479	7184.458	9881.51405	6469.79555	39.8874197704195	37.2266440339927	34.1047040625282	0.19404144859716	-0.611011986345337	-0.126364819781122
Larp7	795.261	885.3215	1012.7847	2644.756	3980.81065	3029.4234	26.4838584152054	37.0557271112281	35.9699713923413	0.194054152621728	-0.394019023286372	-0.0429035219991363
Sugt1	3492.8486	3138.5571	3591.43525	11114.07455	10465.6102	10675.89635	71.7864255195221	66.7077106953129	103.646872627701	0.194459049184973	0.0287007731038145	0.635751149954613
Copa	1579.74225	1680.1095	1922.75145	5845.94375	6955.2657	4731.34985	114.387377157564	151.103630366848	162.234936181577	0.194617017862502	-0.555853786674945	0.102546204857292
Ncstn	1579.74225	1680.1095	1922.75145	5845.94375	6955.2657	4731.34985	63.4252462593228	58.7412980320915	97.3353463666289	0.194617017862502	-0.555853786674945	0.728588654687069
Tgds	1668.09805	1727.0046	1976.7922	4700.555	5408.0101	4604.37835	14.4346765042892	12.2397135939148	17.8612545315676	0.194889297630779	-0.232091458828336	0.545263615708107
Akr1a1	3827.29445	3836.3696	4391.5443	11290.3379	13496.6215	10766.64805	545.034502276534	666.153299561146	782.761600604757	0.194986639258312	-0.326029144669755	0.232718766469011
Zfp692	5096.502	5735.64845	6565.73645	10836.6003	14643.02675	13539.04395	15.7161505288196	8.11076253508783	21.7629506208894	0.195000240074595	-0.113087925473723	1.4239647092291
Dad1	4166.513	5474.98415	6268.343	18422.0583	24657.3203	20030.11385	166.694743661446	210.707443832476	320.54961219758	0.195229337246275	-0.299845398162756	0.605306381029362
Atp5j2	2659.34	2853.8055	3267.43585	6705.9052	8969.02185	6609.94825	478.710491488702	566.577930764065	684.675131548736	0.195271899829494	-0.440311678494206	0.27314520525702
Kifap3	1801.3232	1674.31225	1917.01675	3208.30375	2594.26675	3148.6329	17.972258327831	12.8115210477067	26.2220765851714	0.195294335010873	0.279398733767838	1.03334017054377
LOC690120	8859.75475	13179.8588	15093.1474	22665.57385	45234.8712	33799.8396	2.94707297074618	1.50633843681267	4.49665817921418	0.19555877053657	-0.420418963502014	1.57780727521345
Brf2	4024.3838	4773.38565	5466.54355	14140.19755	16247.1026	16902.4573	7.76815531077587	9.21073777565083	12.6239193056328	0.195616018314579	0.0570505420715559	0.45477126329263
Parg	2824.00285	2812.86245	3221.3813	5402.18835	8096.219	5052.63585	8.67782859896277	7.68555215125916	12.7993324433573	0.195640429901237	-0.68021210817029	0.735847751644871
Upf3a	2896.4458	3375.4346	3866.16255	7411.2971	11856.98805	8542.4963	31.2010201670543	26.0760786354971	41.8362998868531	0.195829029312829	-0.473007955523036	0.682028330480261
Twist2	3648.86985	4737.9347	5427.1121	11092.49925	22753.37205	13822.9024	11.9086153766916	50.0298430935335	18.4091508291454	0.195926393702631	-0.719019797825947	-1.44236584758305
Rps15a	4645.9847	4755.13355	5447.17955	13694.2539	13155.80495	11075.6101	1943.32648819723	1717.77613080463	1882.39318452592	0.196023561719588	-0.248313351996762	0.132025972722143
Pan2	3489.9925	3586.12505	4108.24425	8604.0218	10094.78575	7132.37185	6.10586062993331	4.5200803217467	5.29356416609738	0.196096161059854	-0.50115646577278	0.227891009082755
Foxp1	15133.6841	14844.9113	17006.60365	39094.01755	37169.59745	36011.7099	47.4311315498875	103.806670623796	51.5722001502802	0.196126579346593	-0.0456569608908719	-1.00923365477995
Ptges3l1	627.696	536.89585	615.198	1730.94995	2532.79745	1588.54515	5.12299843568847	5.36790117915498	9.94454920013353	0.196408559666658	-0.673025612846368	0.889547860861307
Fam111a	17000.9282	13984.0108	16023.7955	17996.0328	12630.5693	15980.4469	80.0621246206632	37.3276906544531	54.1120167776503	0.196437710157246	0.339388086957989	0.535702755727721
Il11	5238.52725	5783.10305	6627.32485	14705.4393	26937.47635	15267.09865	0.6572633808667	10.7481743140569	2.61319418681071	0.196582827431341	-0.819188778266984	-2.04020538368774
Ubiad1	1255.1366	1511.8035	1732.61645	2951.3837	6108.57265	3110.1064	7.89057497068314	9.22317897704244	8.08129553108775	0.196681685592187	-0.973871377049901	-0.190677500534518
Rit1	3087.7411	3232.8629	3705.5815	12357.1861	13080.69455	10293.53915	35.0157298074011	24.4277686834832	47.6468389258263	0.19688762923257	-0.345700047640053	0.963858414493673
Pwp1	2764.3118	3089.98645	3542.2527	7497.8993	11824.3085	8059.9512	13.5304701086933	18.7016869600726	15.0516214968232	0.197066624136289	-0.552912806552278	-0.313249496796492
Neu3	2237.95225	2071.07705	2374.4725	5054.9414	3463.8639	4345.01015	0.893807458267965	0.177442609931778	1.60042495923543	0.197225820746242	0.326977301501774	3.17303063744861
Lrrc51	11811.97205	11722.45725	13439.9578	31881.79405	22923.69815	27255.8531	2.03649695178208	1.57744375653716	1.7593832617827	0.197253590437645	0.249726272254787	0.157481224771882
Tmem60	5266.4371	5208.98305	5972.24625	15578.25125	15663.83915	13825.36815	8.12431301899559	4.35315919557785	11.9767997530105	0.197271909891549	-0.180119957375894	1.46010778021094
Atxn3	2251.0888	2342.2531	2685.57865	5477.87975	5615.95195	4974.56545	7.0720580533896	3.21775828495713	6.66197521030263	0.197335993451226	-0.174960086565337	1.04989402944135
Pramef8	695.4609	674.0162	772.8437	1410.2679	1688.8639	909.5398	2.86728985280539	3.83612576053626	3.64688172265505	0.19739340579342	-0.89284439637701	-0.0729866070294658
Kdm5a	3364.7492	3342.9712	3833.25165	10863.64185	12208.9844	9792.84765	12.414303433142	12.0374677142091	16.687252068094	0.197437786998506	-0.318142849798106	0.471214473416632
Trappc10	3638.0834	4527.2381	5191.28465	13079.57665	17825.36175	14471.69125	10.40306773309	11.3930704035727	11.4037393366157	0.19746041225237	-0.300697821336463	0.00135036595838445
RGD1562747	1300.72475	1274.9464	1461.96965	4928.5349	5131.76255	5656.67175	8.57058411941557	5.69005674658615	17.9481166273265	0.197476765694377	0.140499037984904	1.65731751820188
Slc22a15	2186.08895	3014.32595	3456.86035	7800.648	11624.58605	9714.83	4.53046100886143	5.99289208308514	5.52445332047655	0.197626893665866	-0.258918687556831	-0.117420687045329
Lrp11	3423.4533	3536.77585	4056.4864	5533.2431	5780.8972	6499.8273	8.66739122507255	8.88372615261137	12.9013643452758	0.197795863199511	0.169107968774426	0.538286815076016
Dut	12567.5421	13529.12665	15517.27205	41603.13595	51558.45875	42652.3947	76.6212884513978	55.6935256026595	49.5754719938316	0.197806241196075	-0.27358239419971	-0.167883115362459
Ugt1a1	2923.5248	3591.8938	4119.7455	7312.03385	9318.3708	9164.52095	0.111354801406454	0.444287198763959	0.86955376533752	0.197810521564456	-0.0240182699936433	0.968782659887893
Nop9	8176.4594	9598.197	11009.12615	27561.40535	47807.59315	34335.66445	13.0271563983382	23.9745959504117	18.6453247284873	0.197864630111368	-0.477531893394065	-0.362692577940227
Psmd4	6989.54525	7222.6284	8284.5005	22912.4688	27521.7415	25510.4377	89.2080609165678	96.842604903751	155.122553215655	0.197890768728323	-0.109484110240304	0.679694663518633
Dhrs1	8182.07	9599.7468	11012.69555	27565.23125	47816.15215	34344.71755	22.3072963433335	36.0064997378451	58.7696946468522	0.198099377627079	-0.477409818664096	0.70681504330862
Melk	835.2763	901.33265	1034.05515	1189.5791	2271.0944	1475.4896	7.72241514527923	6.73813257846178	2.17622063656783	0.198181574847867	-0.62219392219791	-1.63052398305406
Fgfbp3	3513.2678	3858.51765	4426.73505	9350.3078	15420.39965	8581.23795	1.57997738974167	1.98147034792293	3.90371341184563	0.198196322418198	-0.845582461514805	0.978275764435615
Nmral1	1696.3757	1898.13585	2177.73625	3432.44745	3968.5271	3341.49555	10.5402778020528	3.404550951284	7.11170298548005	0.198245986892816	-0.248109704395404	1.0627305482293
Trim72	2396.5702	2441.646	2801.39645	2611.43815	2126.33365	3327.1667	0.12140521665005	2.26342979743256	0.248129555580897	0.198292118640754	0.645926158282071	-3.18934506559158
Plekha3	1510.80775	1646.92205	1889.60655	5300.1222	7458.02365	5439.76885	34.4117043891008	37.5746285108873	53.8776478953706	0.198313597822807	-0.455248023128169	0.519928028572473
Car5b	398.1737	589.61195	676.5013	1014.00265	1172.6171	2631.6947	1.96448611881495	2.24907111533689	15.1192502447296	0.198326941913692	1.16626013283595	2.74898541410279
Psmc6	2915.6607	3232.2297	3708.977	7183.52545	8821.4684	7889.554	46.2838762053039	53.8754476595054	83.1261113580373	0.19849159390173	-0.161075076900364	0.625673771972212
Mta2	22799.22995	25732.0601	29528.71455	69690.9891	95188.50745	72545.7543	36.3031140578154	59.0445659183886	49.7256199640797	0.198551590774343	-0.391896216947476	-0.247814931111943
Gata6	9875.61085	9200.6672	10558.4822	45071.8999	43836.31085	37764.86455	29.6275549132259	25.7890635530107	24.1497398182265	0.198592070462523	-0.215081777515818	-0.0947517412449876
Daxx	3971.0511	4674.7687	5365.4943	9990.2753	16421.46415	12970.5914	15.8670227493491	24.7297223640072	17.8072379387497	0.198816101869681	-0.34033850319285	-0.473782284011357
Taf3	2638.20115	2616.8565	3003.5932	4992.3812	4412.84995	4828.55485	3.09684752294126	2.9454230993144	4.20733756839087	0.198854616871282	0.129880773700295	0.514432688034079
Hif1a	1351.22155	1516.5213	1740.7264	4778.96105	8005.13025	5613.8805	29.2325623691084	42.6990195322028	48.7358646438642	0.198923702921462	-0.511926522542627	0.190780897460352
Polq	1830.89895	1649.6482	1893.8428	3947.194	2531.2426	2376.49255	0.723070405227657	0.633977555900708	0.270636883758875	0.199158192067362	-0.0910119062388262	-1.22807329645315
Lsm11	2198.24845	2049.1509	2352.5355	5367.16615	5167.56575	4071.56315	4.66965641557454	6.89259210000971	3.11127284661291	0.199190264837503	-0.343902061313349	-1.14754172070171
Chrac1	2101.18575	2197.89885	2523.71405	5429.7804	5846.80745	4789.14075	34.6661736763682	30.0986727860361	56.0924701146647	0.199423461467401	-0.287882244394774	0.898107243495673
Gkap1	782.25615	1050.60275	1206.36695	2467.1821	4773.11915	3391.7631	17.7733860171184	19.6492933891959	18.6464063042489	0.199451543814121	-0.492896943016961	-0.075579823794083
Arl13b	627.0021	522.26045	599.74055	1309.83635	2049.79025	1007.7615	4.33992567968838	4.59578045810778	6.24753338574954	0.1995690657044	-1.02432204334785	0.442976824218299
Cpsf1	4982.6989	6275.30845	7208.02255	7871.196	20206.6299	10495.6416	14.6586965795816	12.2251795826957	21.1371462736126	0.199917151028908	-0.945038364899563	0.789924953681527
Dclk2	223.3709	247.9255	284.8139	519.0449	1164.7118	801.5011	0.798998183138095	0.507382500527407	0.494907630380635	0.200112891760554	-0.539196608495612	-0.0359144765921964
Actr1b	1297.2665	1495.126	1717.6274	3276.25805	5698.8043	3662.3093	36.6874976704681	58.4635577133051	53.7530059197934	0.200150039717835	-0.637905611648133	-0.121192191035221
Runx1t1	13784.0018	11127.7376	12784.9819	33812.154	19653.8685	28370.9362	5.13624741315291	1.56412414565437	5.62505259182552	0.200289812509201	0.529600450021848	1.84651156004257
Adrb2	3866.2031	4465.9036	5131.35625	5632.0707	6670.1437	6937.18485	0.22520256908593	1.27436179463183	0.637597775430347	0.200388079879085	0.0566324846890822	-0.999056419717958
Fancb	85.3736	46.18185	53.0653	80.83665	88.06695	155.7637	3.80551298529949	3.14295047278651	1.77856444028639	0.200442807504758	0.822686451873977	-0.821406291514199
LOC100360244	3400.9676	3054.8433	3510.2986	10549.1807	10087.93945	10330.58315	3.64866809765874	5.50477728624914	10.3894364217796	0.200495379100518	0.0342901736057097	0.916361295780601
Nmt2	3485.838	3912.48605	4495.9821	9971.0227	19426.9167	10758.7223	26.6359320581568	76.3712901284999	51.4622683495697	0.200550683607677	-0.85255019055775	-0.569515345686352
LOC100910237	3374.58475	3480.8357	4000.28295	10649.39775	11129.10385	8741.1252	2.90833669949388	3.51167094660639	8.19917607749837	0.200668330456285	-0.348446519582204	1.22332127618039
Psmd2	4083.1102	4750.5338	5459.50865	16250.9168	25669.5373	16931.0308	121.433515392315	149.774538921946	251.645948422305	0.200681483076446	-0.60038748070769	0.748602977984111
Siah3	1404.9699	1869.8562	2149.12095	1916.81515	5915.33885	3933.92575	0.0976006770675173	0.102922161423508	1.74386735430455	0.200819353318062	-0.588491085184147	4.0826647419671
Tubb5	12711.54065	14462.8123	16622.8637	46225.98965	70017.2857	45395.02075	542.724765153359	714.20757665898	494.975514347331	0.200820831242437	-0.625177074029207	-0.528986279686309
Irf8	2038.5896	2548.8198	2929.7311	9125.6983	11622.1166	10601.6995	1.19844315273449	13.5643689695937	3.83410960988429	0.200938876294382	-0.132577280008224	-1.82285844670082
Lcmt1	12382.8181	12690.24685	14587.9045	31117.8206	23042.7044	27952.21655	22.2290926378225	23.0640251022234	27.8048096878951	0.201052527508089	0.278652642002474	0.269690150407799
Capn7	4647.9162	5665.15415	6512.34215	11973.9942	23794.4221	14339.032	17.3374305516502	14.7840040331877	20.4812416696676	0.201061286313196	-0.730675782087022	0.470266125536274
Lpar1	163.7244	199.1108	228.8902	389.6242	857.9333	747.7246	0.88866679258387	2.1034590773372	0.779582783777008	0.201084218183373	-0.198358491578366	-1.43198961510237
Zfand4	1843.2159	1923.9634	2211.91385	3218.0339	3839.4455	3502.6308	0.643247778497538	1.67211753105523	2.61079708165116	0.201213841684838	-0.132459042495839	0.642814075553649
Edrf1	3315.0092	3782.6892	4349.33315	6877.4139	10452.54755	6693.21605	4.37609231228697	9.12320845083678	4.65016083723842	0.20138197652078	-0.643083117553077	-0.972260664522477
Lef1	1137.8643	1378.5718	1585.1088	1706.62185	3994.48845	1735.2737	0.0972685868932741	0.620995465217924	1.12639715575871	0.20140745962226	-1.20284752463081	0.859060957771154
Zfp426	2088.54025	1770.8539	2036.16945	6466.79165	5135.34125	4957.5042	3.11659239259568	1.79686683989222	3.11746291472311	0.201412436526425	-0.0508461539546428	0.794888898634332
Lrrc42	2620.8255	2358.7978	2712.48305	7992.12955	8638.05615	7264.25745	33.5475027632152	44.9915863915761	52.9284842376552	0.201562368644591	-0.249891360949531	0.234389101897723
Proser1	1460.54385	1681.17235	1933.706	6433.6894	8528.94875	5860.3969	6.64124634895923	5.6391777344042	6.47687951577857	0.201900830626677	-0.541369555069469	0.199814092803279
